#mjd,i	flux,	err
49882.2	13.1	1.31
49883	13.3	1.33
49885.1	13.5	1.35
49885.2	13.3	1.33
49888	13.3	1.33
49888.2	13.0	1.3
49889	13.3	1.33
49889.9	13.3	1.33
49890	13.4	1.34
49890.2	13.1	1.31
49891.2	13.1	1.31
49892.2	13.0	1.3
49893.2	13.1	1.31
49893.9	13.1	1.31
49894.2	13.0	1.3
49894.9	13.3	1.33
49895	13.2	1.32
49896	13.3	1.33
49896.2	13.0	1.3
49897.9	13.3	1.33
49898	13.3	1.33
49899	13.3	1.33
49900	13.4	1.34
49901	13.4	1.34
49902	13.4	1.34
49903	13.3	1.33
49903.2	13.0	1.3
49904	13.3	1.33
49904.2	13.0	1.3
49905	13.3	1.33
49905.2	13.0	1.3
49906	13.4	1.34
49906.2	13.0	1.3
49907	13.3	1.33
49907.2	12.9	1.29
49908	13.3	1.33
49908.2	13.0	1.3
49909.2	12.9	1.29
49910.2	12.9	1.29
49911.2	12.9	1.29
49915	13.1	1.31
49919.2	12.6	1.26
49920.2	12.5	1.25
49921	13.3	1.33
49921.2	12.5	1.25
49922	13.3	1.33
49923	13.3	1.33
49924	13.3	1.33
49924.2	12.5	1.25
49925	13.3	1.33
49925.2	12.4	1.24
49926	13.4	1.34
49926.2	12.5	1.25
49928	13.4	1.34
49929	13.4	1.34
49930	13.4	1.34
49930.2	12.5	1.25
49931	13.4	1.34
49931.1	12.5	1.25
49932	13.4	1.34
49933	13.4	1.34
49933.1	12.5	1.25
49934	13.4	1.34
49935	13.3	1.33
49952	13.4	1.34
49956	13.3	1.33
50013	13.6	1.36
50018.2	13.3	1.33
50027.1	13.2	1.32
50038.1	13.1	1.31
50039.1	13.1	1.31
50040	13.4	1.34
50043	13.3	1.33
50044	13.3	1.33
50068	13.0	1.3
50076	12.9	1.29
50077	12.9	1.29
50077	13.1	1.31
50077	13.4	1.34
50078	13.4	1.34
50078.1	13.2	1.32
50078.9	13.4	1.34
50079	13.4	1.34
50080	13.1	1.31
50081	13.2	1.32
50081	13.6	1.36
50081.1	13.1	1.31
50095.9	13.1	1.31
50098.9	13.1	1.31
50098.9	13.3	1.33
50116	13.1	1.31
50118	13.1	1.31
50121.8	13.2	1.32
50126.2	13.3	1.33
50126.9	13.2	1.32
50127.1	13.2	1.32
50127.9	13.3	1.33
50129.2	13.2	1.32
50133.9	13.2	1.32
50134.8	13.1	1.31
50134.9	13.5	1.35
50135	13.3	1.33
50140	13.2	1.32
50140.9	13.2	1.32
50141.9	13.1	1.31
50143.8	13.1	1.31
50150.2	13.1	1.31
50150.9	13.6	1.36
50151.1	13.1	1.31
50151.8	13.6	1.36
50152.2	13.0	1.3
50152.9	13.3	1.33
50152.9	13.6	1.36
50152.9	13.1	1.31
50153.8	13.1	1.31
50153.9	13.7	1.37
50154.1	12.9	1.29
50156.8	13.4	1.34
50156.9	13.6	1.36
50157.8	13.6	1.36
50157.8	13.4	1.34
50159.9	13.3	1.33
50160.2	13.3	1.33
50161.2	13.1	1.31
50162.2	13.0	1.3
50163.2	13.1	1.31
50164.2	13.0	1.3
50167	13.8	1.38
50167.2	13.1	1.31
50169.2	13.0	1.3
50171.1	13.0	1.3
50176.9	13.3	1.33
50177	13.5	1.35
50178.9	13.3	1.33
50179	13.7	1.37
50179.9	13.5	1.35
50180	13.7	1.37
50180.1	13.0	1.3
50180.2	13.1	1.31
50180.3	13.4	1.34
50181	13.8	1.38
50181.9	13.1	1.31
50182.1	13.4	1.34
50182.2	13.1	1.31
50182.3	13.3	1.33
50183.2	13.1	1.31
50183.2	13.3	1.33
50183.3	13.4	1.34
50183.9	13.3	1.33
50184.4	13.2	1.32
50185	13.2	1.32
50185	13.3	1.33
50185.1	13.5	1.35
50185.5	13.1	1.31
50185.6	13.3	1.33
50185.6	13.6	1.36
50186.1	13.4	1.34
50186.5	13.1	1.31
50186.9	12.8	1.28
50186.9	13.1	1.31
50186.9	13.8	1.38
50187	13.3	1.33
50187	13.3	1.33
50187	13.6	1.36
50187	13.3	1.33
50187.1	13.4	1.34
50187.1	13.1	1.31
50187.1	13.0	1.3
50187.2	13.0	1.3
50187.9	13.2	1.32
50187.9	13.4	1.34
50187.9	13.3	1.33
50187.9	13.3	1.33
50187.9	13.4	1.34
50188.1	13.1	1.31
50188.1	13.2	1.32
50188.2	13.1	1.31
50188.7	10.4	1.04
50188.8	13.0	1.3
50188.9	13.1	1.31
50188.9	13.6	1.36
50189	13.4	1.34
50189	13.4	1.34
50189	13.1	1.31
50189.2	13.1	1.31
50189.6	13.2	1.32
50189.8	13.2	1.32
50189.9	13.5	1.35
50189.9	13.5	1.35
50189.9	13.1	1.31
50189.9	13.3	1.33
50190.1	13.0	1.3
50190.1	13.0	1.3
50190.3	13.3	1.33
50190.9	13.2	1.32
50191	13.3	1.33
50191.1	13.0	1.3
50191.1	13.2	1.32
50191.1	13.0	1.3
50191.3	13.1	1.31
50191.9	13.3	1.33
50192	13.5	1.35
50192.1	13.5	1.35
50192.1	13.5	1.35
50192.1	12.8	1.28
50192.2	13.0	1.3
50192.3	13.1	1.31
50192.9	13.0	1.3
50192.9	13.0	1.3
50193	13.7	1.37
50193	13.5	1.35
50193	13.6	1.36
50193.1	13.1	1.31
50193.2	13.0	1.3
50193.6	13.6	1.36
50193.9	13.2	1.32
50194	13.5	1.35
50194	13.1	1.31
50194.1	13.4	1.34
50194.9	13.1	1.31
50194.9	13.1	1.31
50195	13.5	1.35
50195	13.3	1.33
50195	13.3	1.33
50195.1	13.0	1.3
50195.1	13.4	1.34
50195.1	13.0	1.3
50195.1	12.9	1.29
50195.1	13.0	1.3
50196	13.5	1.35
50196.6	13.3	1.33
50197	13.5	1.35
50197.2	12.9	1.29
50198	13.5	1.35
50198	13.5	1.35
50198.1	13.0	1.3
50198.3	13.0	1.3
50199.2	13.0	1.3
50199.2	12.9	1.29
50199.9	13.0	1.3
50199.9	12.9	1.29
50200.9	13.1	1.31
50201.5	13.0	1.3
50203	13.1	1.31
50206.9	12.8	1.28
50208	13.0	1.3
50208.1	13.0	1.3
50208.5	13.0	1.3
50209	13.1	1.31
50209.1	13.0	1.3
50209.9	13.1	1.31
50210.1	13.5	1.35
50210.1	13.0	1.3
50210.9	13.0	1.3
50211.1	13.0	1.3
50211.9	13.3	1.33
50212	12.9	1.29
50212.1	12.9	1.29
50213.2	13.0	1.3
50213.9	12.6	1.26
50214.2	12.9	1.29
50214.2	12.7	1.27
50215.2	12.8	1.28
50215.9	12.9	1.29
50216.2	12.7	1.27
50216.2	12.6	1.26
50216.2	13.0	1.3
50216.3	12.8	1.28
50216.4	13.1	1.31
50216.9	12.7	1.27
50217	13.0	1.3
50217.1	13.0	1.3
50217.1	13.0	1.3
50217.1	12.8	1.28
50217.1	12.7	1.27
50217.2	13.0	1.3
50217.2	12.88	1.288
50217.2	13.1	1.31
50217.9	13.1	1.31
50218.1	13.0	1.3
50218.2	12.6	1.26
50218.5	13.3	1.33
50219	13.1	1.31
50219.1	13.0	1.3
50219.2	12.6	1.26
50220.2	12.6	1.26
50220.8	13.0	1.3
50220.9	12.8	1.28
50221.1	13.0	1.3
50221.2	12.9	1.29
50222	13.4	1.34
50222.1	12.8	1.28
50222.1	12.9	1.29
50222.3	13.0	1.3
50223.1	12.7	1.27
50223.2	12.6	1.26
50223.9	13.1	1.31
50224.1	12.8	1.28
50224.2	12.9	1.29
50224.2	12.8	1.28
50224.2	12.9	1.29
50224.9	12.8	1.28
50224.9	13.1	1.31
50225	13.3	1.33
50225.2	12.5	1.25
50225.9	13.0	1.3
50226	13.2	1.32
50226.3	12.8	1.28
50227	13.2	1.32
50227.3	12.5	1.25
50227.9	12.9	1.29
50227.9	13.1	1.31
50228	13.2	1.32
50228.1	12.7	1.27
50228.2	13.0	1.3
50228.3	12.7	1.27
50228.9	13.0	1.3
50229	13.0	1.3
50229.1	12.7	1.27
50229.1	12.8	1.28
50229.8	13.0	1.3
50230.3	12.9	1.29
50230.9	12.9	1.29
50231.2	12.9	1.29
50231.2	12.9	1.29
50232.2	12.9	1.29
50233.1	12.8	1.28
50234.1	12.8	1.28
50234.1	12.8	1.28
50234.2	12.9	1.29
50234.9	12.9	1.29
50236.1	12.7	1.27
50236.3	12.9	1.29
50237	12.9	1.29
50237.1	12.7	1.27
50237.1	12.7	1.27
50237.2	12.6	1.26
50237.3	12.7	1.27
50238.2	12.8	1.28
50238.8	12.9	1.29
50239	12.9	1.29
50239.2	12.9	1.29
50239.2	12.6	1.26
50239.3	12.7	1.27
50239.9	12.67	1.267
50240.1	12.8	1.28
50240.1	12.9	1.29
50240.2	12.8	1.28
50240.3	12.7	1.27
50240.9	12.45	1.245
50240.9	13.1	1.31
50241.1	12.6	1.26
50241.2	12.9	1.29
50241.2	12.9	1.29
50241.2	12.7	1.27
50241.9	13.0	1.3
50241.9	13.0	1.3
50242	13.1	1.31
50242.2	12.8	1.28
50242.9	13.0	1.3
50243.1	12.8	1.28
50243.2	12.7	1.27
50244.2	12.7	1.27
50244.9	12.80	1.28
50245.2	12.8	1.28
50245.3	12.9	1.29
50246.8	13.0	1.3
50246.9	13.0	1.3
50247	13.1	1.31
50247.2	12.9	1.29
50247.2	12.7	1.27
50247.9	12.7	1.27
50248	13.0	1.3
50248	13.1	1.31
50248.3	12.9	1.29
50248.9	13.1	1.31
50249.2	13.0	1.3
50249.2	12.9	1.29
50250	13.1	1.31
50250.1	13.0	1.3
50250.3	12.9	1.29
50250.9	12.91	1.291
50250.9	13.2	1.32
50250.9	13.1	1.31
50251.2	13.0	1.3
50252	13.1	1.31
50252.2	13.0	1.3
50252.9	13.0	1.3
50253.2	13.0	1.3
50254.2	12.9	1.29
50254.2	12.9	1.29
50255.2	13.2	1.32
50255.8	13.2	1.32
50256.1	12.9	1.29
50256.2	12.9	1.29
50256.9	13.1	1.31
50257.2	12.9	1.29
50258.1	13.2	1.32
50258.2	13.0	1.3
50258.9	13.1	1.31
50259.2	13.0	1.3
50260.9	12.89	1.289
50261.1	13.1	1.31
50262.1	13.2	1.32
50262.2	13.0	1.3
50262.2	12.9	1.29
50264.2	12.9	1.29
50265.9	13.0	1.3
50267.2	13.1	1.31
50268	13.0	1.3
50268.2	13.0	1.3
50269.9	13.0	1.3
50271.2	12.7	1.27
50271.9	12.9	1.29
50271.9	13.0	1.3
50273.9	13.0	1.3
50273.9	13.1	1.31
50274.2	12.5	1.25
50274.9	13.0	1.3
50275.1	12.9	1.29
50275.3	12.6	1.26
50275.9	12.53	1.253
50275.9	13.0	1.3
50276.9	12.9	1.29
50278.2	12.5	1.25
50278.9	13.0	1.3
50278.9	13.0	1.3
50279.9	13.0	1.3
50279.9	13.1	1.31
50279.9	13.0	1.3
50280.9	13.0	1.3
50280.9	13.3	1.33
50280.9	13.2	1.32
50281	13.1	1.31
50281.1	13.0	1.3
50281.9	13.1	1.31
50281.9	13.1	1.31
50282.2	12.8	1.28
50282.9	12.8	1.28
50283.2	12.7	1.27
50284.2	12.7	1.27
50285.1	12.7	1.27
50285.2	12.8	1.28
50285.9	13.1	1.31
50287.2	12.8	1.28
50287.2	12.4	1.24
50294.2	12.7	1.27
50302.2	12.9	1.29
50303.2	13.0	1.3
50303.2	12.5	1.25
50311.9	12.9	1.29
50316	12.8	1.28
50316.2	12.7	1.27
50334.8	12.7	1.27
50339.1	12.9	1.29
50347	13.0	1.3
50351.8	12.7	1.27
50372.5	12.8	1.28
50374.1	13.0	1.3
50375.1	12.9	1.29
50386.7	12.6	1.26
50395.1	12.3	1.23
50397.1	12.3	1.23
50400	12.8	1.28
50400.2	12.3	1.23
50401.1	12.4	1.24
50401.1	12.5	1.25
50403.9	12.9	1.29
50404.5	12.2	1.22
50408.1	12.4	1.24
50408.1	12.6	1.26
50409.1	12.5	1.25
50415	12.6	1.26
50418.1	12.4	1.24
50419	12.5	1.25
50422	12.6	1.26
50425.1	12.3	1.23
50431	12.7	1.27
50432.5	12.6	1.26
50436	12.9	1.29
50438.2	12.3	1.23
50439	12.5	1.25
50440.1	12.5	1.25
50442	12.4	1.24
50446	12.5	1.25
50449.1	12.5	1.25
50451.1	12.5	1.25
50451.9	12.8	1.28
50459.2	12.0	1.2
50460	12.6	1.26
50461	12.6	1.26
50461.9	12.5	1.25
50461.9	12.6	1.26
50462	12.6	1.26
50462.9	12.09	1.209
50463	12.5	1.25
50463.9	12.19	1.219
50463.9	12.8	1.28
50464.1	12.7	1.27
50464.9	12.29	1.229
50464.9	12.5	1.25
50466	12.5	1.25
50472.1	12.7	1.27
50473.9	12.6	1.26
50474.9	12.6	1.26
50476.9	12.6	1.26
50478.3	12.4	1.24
50478.8	12.9	1.29
50478.9	12.5	1.25
50479.3	12.2	1.22
50480.3	12.3	1.23
50480.9	12.38	1.238
50481	12.5	1.25
50481.4	12.3	1.23
50481.5	12.1	1.21
50481.9	12.6	1.26
50483.1	12.9	1.29
50483.2	12.3	1.23
50485.2	12.4	1.24
50486	12.41	1.241
50486.1	12.6	1.26
50486.3	12.4	1.24
50486.9	12.6	1.26
50486.9	12.41	1.241
50487.9	12.51	1.251
50488.9	12.56	1.256
50489.2	12.4	1.24
50490.2	12.7	1.27
50490.2	12.3	1.23
50491.2	12.3	1.23
50492.5	12.4	1.24
50493	12.6	1.26
50493.2	12.5	1.25
50494.1	12.4	1.24
50494.4	13.0	1.3
50496	12.8	1.28
50497.9	12.6	1.26
50498.5	12.6	1.26
50499.9	12.45	1.245
50500.8	12.6	1.26
50502	12.49	1.249
50506	12.7	1.27
50507	12.81	1.281
50507.9	12.8	1.28
50508.9	12.69	1.269
50509.4	12.6	1.26
50509.9	12.8	1.28
50509.9	12.8	1.28
50510.1	13.0	1.3
50510.4	12.7	1.27
50512.2	12.5	1.25
50512.9	12.9	1.29
50513	12.8	1.28
50513.2	13.2	1.32
50513.5	12.5	1.25
50513.8	12.8	1.28
50513.9	12.5	1.25
50514	12.50	1.25
50514.2	13.0	1.3
50514.5	12.6	1.26
50515.1	12.2	1.22
50515.9	12.99	1.299
50516.2	13.0	1.3
50516.4	12.9	1.29
50516.5	12.7	1.27
50516.6	12.4	1.24
50516.9	13.2	1.32
50517.1	13.1	1.31
50517.2	12.7	1.27
50517.3	12.8	1.28
50517.9	12.8	1.28
50518	13.02	1.302
50518.1	13.1	1.31
50519.1	13.0	1.3
50519.2	12.8	1.28
50519.3	12.9	1.29
50519.9	12.9	1.29
50520.1	12.7	1.27
50520.2	13.3	1.33
50521.3	12.6	1.26
50521.9	12.7	1.27
50522	13.1	1.31
50522.3	12.7	1.27
50523	12.7	1.27
50523.5	12.8	1.28
50523.9	13.15	1.315
50525.2	12.8	1.28
50526.2	12.9	1.29
50526.9	12.9	1.29
50527.4	13.0	1.3
50530.9	12.9	1.29
50531.2	12.9	1.29
50531.9	12.9	1.29
50532	13.3	1.33
50533.2	12.9	1.29
50533.9	12.9	1.29
50533.9	12.8	1.28
50534.2	12.8	1.28
50535.1	12.5	1.25
50536	13.0	1.3
50536	13.4	1.34
50536.2	12.8	1.28
50537.2	12.9	1.29
50537.3	13.2	1.32
50537.9	13.0	1.3
50538.9	12.9	1.29
50539.2	13.0	1.3
50539.2	12.9	1.29
50540.1	12.6	1.26
50540.9	12.7	1.27
50541.1	13.0	1.3
50541.1	12.5	1.25
50543	13.3	1.33
50543.2	12.9	1.29
50543.2	13.0	1.3
50543.2	12.4	1.24
50545.2	12.8	1.28
50545.9	12.65	1.265
50545.9	12.9	1.29
50546.1	13.1	1.31
50546.2	12.7	1.27
50547	12.81	1.281
50547	12.5	1.25
50547.9	12.9	1.29
50548	12.9	1.29
50548.9	12.9	1.29
50549	12.82	1.282
50550	13.0	1.3
50550.9	12.9	1.29
50550.9	12.8	1.28
50550.9	12.4	1.24
50551	13.0	1.3
50552.2	12.8	1.28
50554	13.0	1.3
50554.1	12.8	1.28
50554.1	13.1	1.31
50555.2	12.8	1.28
50555.9	12.87	1.287
50556.9	12.72	1.272
50557.3	12.8	1.28
50558.9	13.0	1.3
50560.9	12.9	1.29
50561.9	13.0	1.3
50564.3	12.8	1.28
50564.9	12.7	1.27
50565.2	12.9	1.29
50567.9	13.0	1.3
50568.1	13.0	1.3
50568.1	12.7	1.27
50568.9	13.0	1.3
50569.1	12.7	1.27
50570	12.9	1.29
50570.2	12.8	1.28
50570.3	12.8	1.28
50570.9	12.90	1.29
50570.9	12.9	1.29
50571	12.9	1.29
50571.2	12.8	1.28
50571.3	12.5	1.25
50573.1	13.1	1.31
50573.1	12.8	1.28
50573.2	12.8	1.28
50573.9	12.8	1.28
50574.2	12.8	1.28
50574.2	12.8	1.28
50574.3	13.3	1.33
50574.9	12.9	1.29
50574.9	12.8	1.28
50576.1	12.7	1.27
50576.2	12.9	1.29
50577	12.9	1.29
50577.2	12.8	1.28
50578.2	12.9	1.29
50579	13.0	1.3
50580	12.9	1.29
50580.1	13.0	1.3
50580.1	12.7	1.27
50580.9	12.9	1.29
50581.1	12.8	1.28
50581.9	12.9	1.29
50582.1	13.0	1.3
50582.4	12.8	1.28
50582.9	12.9	1.29
50583	13.0	1.3
50587.9	13.0	1.3
50587.9	12.9	1.29
50590.2	12.8	1.28
50591.9	12.8	1.28
50591.9	13.0	1.3
50592.1	12.8	1.28
50592.9	13.0	1.3
50593.2	12.7	1.27
50594	12.9	1.29
50594.2	12.9	1.29
50595.1	12.8	1.28
50595.1	12.8	1.28
50595.1	13.0	1.3
50595.2	12.8	1.28
50596.1	12.7	1.27
50596.2	12.5	1.25
50596.2	12.7	1.27
50597	12.9	1.29
50597.1	12.9	1.29
50598	12.9	1.29
50598.9	12.8	1.28
50600.2	12.6	1.26
50600.9	12.9	1.29
50601.2	12.5	1.25
50602.2	12.9	1.29
50602.9	12.9	1.29
50603.2	12.8	1.28
50604	12.9	1.29
50604.2	12.8	1.28
50606.2	12.8	1.28
50607	12.9	1.29
50607.2	12.6	1.26
50607.3	12.9	1.29
50607.9	12.9	1.29
50608.2	12.8	1.28
50608.2	12.9	1.29
50609.1	12.7	1.27
50609.2	13.0	1.3
50609.8	12.9	1.29
50610.2	13.0	1.3
50611.2	12.9	1.29
50612.2	12.9	1.29
50614.2	12.9	1.29
50614.9	12.5	1.25
50615.9	12.9	1.29
50616.9	12.8	1.28
50619	13.0	1.3
50619.2	12.9	1.29
50620.2	12.9	1.29
50622.2	12.9	1.29
50622.8	12.9	1.29
50623	12.9	1.29
50623.2	12.9	1.29
50624.2	12.6	1.26
50624.2	12.9	1.29
50624.9	12.8	1.28
50625.2	12.8	1.28
50626.2	12.9	1.29
50626.2	12.9	1.29
50627.2	13.0	1.3
50628.2	12.7	1.27
50628.2	13.0	1.3
50631.2	12.9	1.29
50631.2	12.8	1.28
50632.2	12.8	1.28
50633.2	12.9	1.29
50633.2	12.7	1.27
50633.9	12.9	1.29
50635.2	12.7	1.27
50635.3	12.9	1.29
50635.9	13.0	1.3
50636.8	13.0	1.3
50637.2	12.9	1.29
50637.2	12.9	1.29
50638	12.9	1.29
50638.2	12.9	1.29
50642.2	12.9	1.29
50642.2	12.9	1.29
50643	12.9	1.29
50643.2	12.9	1.29
50645.8	12.9	1.29
50647	12.9	1.29
50647.9	13.0	1.3
50648.2	12.9	1.29
50648.9	12.9	1.29
50651	12.9	1.29
50652.2	13.0	1.3
50653.2	12.8	1.28
50654.2	12.9	1.29
50654.9	13.0	1.3
50656.9	13.0	1.3
50657.9	13.0	1.3
50658.2	12.9	1.29
50660	12.9	1.29
50660.1	12.6	1.26
50660.2	12.9	1.29
50661.2	12.8	1.28
50661.9	13.0	1.3
50665.9	12.9	1.29
50666.9	12.8	1.28
50669.9	12.9	1.29
50673.9	13.0	1.3
50674.9	12.9	1.29
50675.9	12.9	1.29
50685.9	13.0	1.3
50687.9	12.9	1.29
50690.8	12.9	1.29
50692.8	13.0	1.3
50695.8	12.9	1.29
50696	12.9	1.29
50718.1	12.8	1.28
50724.1	13.0	1.3
50725.5	12.8	1.28
50726.5	12.8	1.28
50727.5	12.8	1.28
50728.1	12.9	1.29
50732.5	12.8	1.28
50733.1	12.9	1.29
50733.4	12.6	1.26
50740.5	12.5	1.25
50748.1	12.8	1.28
50749.2	12.5	1.25
50749.5	12.5	1.25
50752.5	12.5	1.25
50753.1	12.9	1.29
50755	12.9	1.29
50755.5	12.7	1.27
50760.5	12.6	1.26
50764.1	12.5	1.25
50766.1	12.5	1.25
50773.1	12.5	1.25
50774.1	12.5	1.25
50776.5	12.6	1.26
50779.4	12.5	1.25
50780.5	12.7	1.27
50781.4	12.8	1.28
50782.5	12.8	1.28
50785.1	12.9	1.29
50786.4	12.9	1.29
50787.4	12.9	1.29
50788	12.9	1.29
50809.3	12.9	1.29
50810.5	13.1	1.31
50811.1	13.0	1.3
50813	13.5	1.35
50813	12.8	1.28
50814	13.0	1.3
50815.1	13.0	1.3
50815.4	13.0	1.3
50817	13.2	1.32
50819	13.0	1.3
50832.9	13.0	1.3
50837.9	13.0	1.3
50838.1	12.8	1.28
50838.5	13.1	1.31
50839	12.8	1.28
50844.1	12.9	1.29
50844.4	13.1	1.31
50846.9	12.9	1.29
50848	12.9	1.29
50851	12.9	1.29
50851.4	13.1	1.31
50857.9	12.9	1.29
50858.8	12.8	1.28
50861.8	12.9	1.29
50866	13.0	1.3
50867	12.9	1.29
50868.9	12.9	1.29
50870	13.0	1.3
50871.5	13.1	1.31
50873.5	13.0	1.3
50875.1	12.8	1.28
50876.4	13.0	1.3
50879	12.9	1.29
50880.5	12.9	1.29
50882	12.9	1.29
50883.9	12.9	1.29
50888.1	13.6	1.36
50889.2	13.1	1.31
50891.9	12.9	1.29
50893.9	12.9	1.29
50894.9	13.0	1.3
50896	13.1	1.31
50896.1	12.5	1.25
50896.4	12.8	1.28
50897.1	12.7	1.27
50897.1	12.5	1.25
50897.2	12.8	1.28
50899.8	12.0	1.2
50900	13.1	1.31
50901.1	13.0	1.3
50901.8	12.5	1.25
50902	13.0	1.3
50902.1	12.7	1.27
50902.9	13.0	1.3
50904.2	12.7	1.27
50907.1	13.1	1.31
50907.4	12.8	1.28
50908.5	12.8	1.28
50914.9	12.9	1.29
50915.9	12.6	1.26
50916.2	12.9	1.29
50917.1	12.2	1.22
50918.2	12.5	1.25
50918.9	12.7	1.27
50919.2	12.5	1.25
50920.9	12.6	1.26
50921.2	12.7	1.27
50921.3	13.0	1.3
50921.9	12.8	1.28
50922.1	13.1	1.31
50922.2	12.6	1.26
50923.4	12.5	1.25
50923.9	12.7	1.27
50923.9	12.6	1.26
50923.9	12.4	1.24
50923.9	12.7	1.27
50924	13.1	1.31
50924.1	12.5	1.25
50924.4	12.5	1.25
50925.2	12.7	1.27
50925.4	12.4	1.24
50925.4	12.5	1.25
50926.2	12.6	1.26
50926.2	12.7	1.27
50926.4	12.5	1.25
50926.8	12.6	1.26
50927.2	12.6	1.26
50927.4	12.5	1.25
50927.9	12.7	1.27
50928.1	13.0	1.3
50928.4	12.5	1.25
50928.9	12.8	1.28
50928.9	12.5	1.25
50929.3	12.9	1.29
50929.9	12.8	1.28
50930.4	12.6	1.26
50930.9	12.6	1.26
50931.1	13.0	1.3
50931.1	13.0	1.3
50931.9	12.8	1.28
50931.9	12.7	1.27
50932.1	13.5	1.35
50932.9	12.5	1.25
50933.1	13.1	1.31
50933.9	12.6	1.26
50933.9	12.7	1.27
50935.4	12.6	1.26
50936.3	12.6	1.26
50936.9	12.9	1.29
50936.9	12.8	1.28
50937.1	12.8	1.28
50937.9	12.6	1.26
50938.4	12.6	1.26
50940.4	12.7	1.27
50942.9	12.9	1.29
50943.9	12.6	1.26
50944.9	12.7	1.27
50946.9	12.9	1.29
50946.9	12.8	1.28
50947.1	12.7	1.27
50948.9	12.7	1.27
50948.9	12.9	1.29
50948.9	12.7	1.27
50948.9	12.7	1.27
50949.1	13.0	1.3
50949.1	12.9	1.29
50949.1	13.0	1.3
50949.2	12.8	1.28
50949.9	13.0	1.3
50949.9	12.9	1.29
50949.9	12.7	1.27
50950.9	12.7	1.27
50950.9	13.0	1.3
50950.9	12.9	1.29
50951.9	12.7	1.27
50951.9	12.9	1.29
50951.9	12.9	1.29
50954.2	12.6	1.26
50954.2	12.8	1.28
50955	12.9	1.29
50955.1	13.0	1.3
50955.4	12.8	1.28
50955.9	13.0	1.3
50956.2	12.7	1.27
50957.1	13.0	1.3
50957.1	12.9	1.29
50957.2	12.7	1.27
50957.2	12.5	1.25
50959.2	12.7	1.27
50960.1	13.0	1.3
50960.2	12.7	1.27
50960.9	12.9	1.29
50962.2	12.6	1.26
50962.9	12.9	1.29
50963.9	12.9	1.29
50965	12.9	1.29
50965.2	12.8	1.28
50966.1	12.7	1.27
50967.4	12.7	1.27
50968.1	12.9	1.29
50968.1	13.0	1.3
50968.9	12.8	1.28
50969.1	12.6	1.26
50970.2	12.8	1.28
50971.9	12.5	1.25
50971.9	12.8	1.28
50974.1	12.8	1.28
50974.9	12.6	1.26
50976	13.0	1.3
50976.9	12.6	1.26
50976.9	12.7	1.27
50979	12.6	1.26
50980.9	12.9	1.29
50981.3	12.8	1.28
50982.3	12.9	1.29
50983.9	13.0	1.3
50984.3	13.0	1.3
50985.9	12.9	1.29
50986.9	12.8	1.28
50987.3	12.8	1.28
50990.9	13.1	1.31
50991.3	12.9	1.29
50991.3	12.8	1.28
50991.9	12.9	1.29
50992	12.9	1.29
50992.2	13.0	1.3
50992.3	12.9	1.29
50996	12.9	1.29
50999	12.8	1.28
51001.9	12.9	1.29
51006.9	12.9	1.29
51008.2	12.9	1.29
51009.2	12.8	1.28
51013.2	12.9	1.29
51105.5	12.8	1.28
51110.5	12.7	1.27
51114.5	12.8	1.28
51131.5	12.8	1.28
51132.1	13.0	1.3
51133.1	12.9	1.29
51133.5	12.8	1.28
51137.8	13.0	1.3
51138.5	12.8	1.28
51140.5	12.5	1.25
51141.4	12.8	1.28
51143.5	12.6	1.26
51146	13.0	1.3
51146.4	13.2	1.32
51170.4	13.0	1.3
51172.4	13.1	1.31
51178.9	13.0	1.3
51186	13.0	1.3
51188	13.0	1.3
51189	13.0	1.3
51192.3	13.1	1.31
51195	12.9	1.29
51195.2	12.9	1.29
51197.9	13.0	1.3
51199.4	13.5	1.35
51215.1	13.0	1.3
51217.9	13.1	1.31
51218.9	13.1	1.31
51218.9	13.0	1.3
51219.9	13.1	1.31
51220	13.9	1.39
51223.1	13.6	1.36
51225	13.1	1.31
51225	13.7	1.37
51226	13.1	1.31
51227.9	13.2	1.32
51230.1	13.2	1.32
51231.2	12.9	1.29
51231.9	13.1	1.31
51233.9	13.0	1.3
51241	13.1	1.31
51241.1	13.1	1.31
51243.2	12.8	1.28
51244.1	13.1	1.31
51244.1	12.8	1.28
51244.2	13.0	1.3
51246.9	12.9	1.29
51247.9	13.1	1.31
51248.2	13.1	1.31
51251	13.0	1.3
51251	13.1	1.31
51252.9	13.0	1.3
51253.2	12.9	1.29
51253.9	13.0	1.3
51254.9	13.1	1.31
51255.9	13.0	1.3
51257.2	13.0	1.3
51258	13.1	1.31
51258.1	12.7	1.27
51258.2	13.1	1.31
51259.2	13.1	1.31
51260.3	12.8	1.28
51263.1	13.1	1.31
51264.1	13.0	1.3
51265	13.0	1.3
51266.9	13.1	1.31
51268.1	12.6	1.26
51270.8	13.1	1.31
51273	13.0	1.3
51273.1	13.1	1.31
51273.9	13.3	1.33
51273.9	13.0	1.3
51274.1	13.0	1.3
51274.1	12.7	1.27
51274.8	13.1	1.31
51276.1	13.0	1.3
51276.1	13.4	1.34
51277.1	12.8	1.28
51277.9	13.3	1.33
51277.9	13.1	1.31
51277.9	13.2	1.32
51278.9	13.2	1.32
51279.1	13.1	1.31
51279.1	12.7	1.27
51279.3	12.7	1.27
51280.2	13.1	1.31
51281	13.0	1.3
51282	13.2	1.32
