#mjd,i	flux,	err
55296.4	13.24	1.324
55297	13.5	1.35
55298.9	12.9	1.29
55299	13.3	1.33
55302.9	13.1	1.31
55302.9	12.9	1.29
55303	13.2	1.32
55303	13.102	1.3102
55303.9	13	1.3
55303.9	13.2	1.32
55304	13.058	1.3058
55305	13.046	1.3046
55306	12.93	1.293
55306	12.94	1.294
55306.4	13.13	1.313
55306.9	13.1	1.31
55307	12.937	1.2937
55307	12.92	1.292
55307.2	13.2	1.32
55309	12.987	1.2987
55310	13.01	1.301
55310	12.992	1.2992
55310	12.97	1.297
55312	12.95	1.295
55313	12.97	1.297
55314.8	13.0	1.3
55314.9	12.95	1.295
55316	13.02	1.302
55318	13.06	1.306
55319.9	13.0	1.3
55320.9	13	1.3
55322.3	13.23	1.323
55325.9	13.0	1.3
55326	13.2	1.32
55327	12.96	1.296
55327.9	12.7	1.27
55332	13.153	1.3153
55333	13.0	1.3
55333	12.984	1.2984
55333.3	13.16	1.316
55333.9	12.9	1.29
55335	13.018	1.3018
55336.9	13.049	1.3049
55338.9	13.256	1.3256
55339.9	13.1	1.31
55341.9	13.115	1.3115
55342.9	13.061	1.3061
55343	12.880	1.288
55345	13.080	1.308
55345	13.103	1.3103
55345.9	13.016	1.3016
55346	12.645	1.2645
55346.2	13.0	1.3
55346.9	12.898	1.2898
55346.9	12.9	1.29
55346.9	12.703	1.2703
55347	13.0	1.3
55347.9	12.623	1.2623
55348.3	12.8	1.28
55349.3	12.6	1.26
55350	13.1	1.31
55350.9	12.939	1.2939
55350.9	12.749	1.2749
55350.9	12.6	1.26
55351	13.0	1.3
55351.9	12.888	1.2888
55351.9	12.662	1.2662
55351.9	12.4	1.24
55352.3	12.98	1.298
55352.9	13.000	1.3
55352.9	12.799	1.2799
55352.9	13.0	1.3
55358.9	13.1	1.31
55363	13.1	1.31
55364	13.0	1.3
55364.9	13.7	1.37
55365	13.1	1.31
55368	13.1	1.31
55369	13.0	1.3
55369.9	13.1	1.31
55372	13.1	1.31
55375	13.2	1.32
55378	13.4	1.34
55382	13.1	1.31
55383	13.3	1.33
55385.9	12.97	1.297
55386.9	13.1	1.31
55411.9	13.17	1.317
55479.1	12.5	1.25
55481.1	12.6	1.26
55481.5	13.08	1.308
55490.1	12.9	1.29
55492.2	13.1	1.31
55501.2	13.1	1.31
55508.5	13.08	1.308
55516.5	12.72	1.272
55534.3	13.185	1.3185
55534.3	12.717	1.2717
55534.3	12.412	1.2412
55534.3	11.979	1.1979
55534.5	12.67	1.267
55538.5	12.72	1.272
55541.5	12.73	1.273
55542.2	12.6	1.26
55542.5	12.76	1.276
55544.5	12.951	1.2951
55549.5	12.75	1.275
55557.1	12.700	1.27
55559.4	11.82	1.182
55559.5	12.204	1.2204
55560.3	12.140	1.214
55560.3	12.482	1.2482
55563.5	12.26	1.226
55564.5	12.303	1.2303
55565.2	12.6	1.26
55565.5	12.50	1.25
55565.5	12.18	1.218
55566.5	12.064	1.2064
55566.5	12.22	1.222
55567.5	12.11	1.211
55567.5	12.22	1.222
55567.5	12.18	1.218
55569.5	12.21	1.221
55569.5	12.25	1.225
55569.5	12.18	1.218
55570.5	12.35	1.235
55570.5	12.26	1.226
55570.9	12.5	1.25
55571.2	12.903	1.2903
55571.2	12.502	1.2502
55571.2	12.207	1.2207
55571.2	11.762	1.1762
55571.5	12.10	1.21
55571.5	12.08	1.208
55571.5	12.50	1.25
55572.4	12.12	1.212
55572.5	12.23	1.223
55572.5	12.22	1.222
55574.4	11.999	1.1999
55575.4	12.10	1.21
55575.5	12.33	1.233
55575.5	12.13	1.213
55575.5	12.13	1.213
55576.5	12.13	1.213
55576.5	12.12	1.212
55578.5	12.21	1.221
55579.3	12.07	1.207
55579.4	12.07	1.207
55579.5	11.99	1.199
55580.4	12.17	1.217
55581.3	12.33	1.233
55581.4	12.28	1.228
55581.5	12.29	1.229
55582.3	12.15	1.215
55582.4	12.16	1.216
55582.5	12.30	1.23
55584.3	12.09	1.209
55584.3	12.05	1.205
55584.4	12.15	1.215
55584.4	12.11	1.211
55584.5	12.11	1.211
55584.5	11.81	1.181
55585.4	12.45	1.245
55586.3	12.27	1.227
55588.3	12.07	1.207
55588.4	12.082	1.2082
55588.4	12.28	1.228
55588.5	12.31	1.231
55588.9	12.3	1.23
55589.3	12.52	1.252
55589.4	12.16	1.216
55589.4	12.20	1.22
55589.5	12.28	1.228
55590.9	12.3	1.23
55591.2	12.936	1.2936
55591.2	12.545	1.2545
55591.2	12.280	1.228
55591.2	11.798	1.1798
55592.2	13.160	1.316
55592.2	12.581	1.2581
55592.2	12.274	1.2274
55592.2	11.801	1.1801
55592.4	12.48	1.248
55594.4	12.37	1.237
55594.5	12.41	1.241
55596.3	12.37	1.237
55596.4	12.42	1.242
55596.5	12.41	1.241
55597.4	13.177	1.3177
55597.4	12.738	1.2738
55597.4	12.420	1.242
55597.4	11.959	1.1959
55597.4	12.67	1.267
55598.2	12.6	1.26
55599.3	12.76	1.276
55599.4	12.37	1.237
55599.5	12.27	1.227
55599.8	12.5	1.25
55600.1	12.6	1.26
55600.8	12.6	1.26
55601.3	12.58	1.258
55601.4	12.47	1.247
55601.5	12.45	1.245
55603.4	12.43	1.243
55607.2	13.183	1.3183
55607.2	12.750	1.275
55607.2	12.380	1.238
55607.2	11.858	1.1858
55614.3	12.36	1.236
55614.8	12.4	1.24
55615.2	12.821	1.2821
55615.2	12.354	1.2354
55615.2	12.048	1.2048
55615.2	11.561	1.1561
55615.3	12.09	1.209
55615.4	12.01	1.201
55615.4	12.04	1.204
55616.1	12.961	1.2961
55616.1	12.356	1.2356
55616.2	12.053	1.2053
55616.2	11.583	1.1583
55616.2	12.973	1.2973
55616.2	12.346	1.2346
55616.2	12.033	1.2033
55616.2	11.594	1.1594
55617.9	12.3	1.23
55618.2	12.878	1.2878
55618.2	12.393	1.2393
55618.2	12.087	1.2087
55618.2	11.646	1.1646
55618.2	12.867	1.2867
55618.2	12.396	1.2396
55618.2	12.117	1.2117
55618.2	11.633	1.1633
55618.2	12.762	1.2762
55618.2	12.404	1.2404
55618.2	12.099	1.2099
55618.2	11.656	1.1656
55618.2	12.880	1.288
55618.2	12.373	1.2373
55618.2	12.106	1.2106
55618.2	11.643	1.1643
55618.2	12.868	1.2868
55618.2	12.397	1.2397
55618.2	12.109	1.2109
55618.2	11.651	1.1651
55618.2	12.975	1.2975
55618.2	12.445	1.2445
55618.2	12.097	1.2097
55618.2	11.653	1.1653
55618.2	12.832	1.2832
55618.2	12.429	1.2429
55618.2	12.114	1.2114
55618.2	11.649	1.1649
55618.3	12.604	1.2604
55618.3	12.414	1.2414
55618.3	12.102	1.2102
55618.3	11.676	1.1676
55618.3	12.721	1.2721
55618.3	12.405	1.2405
55618.3	12.110	1.211
55618.3	11.632	1.1632
55618.3	12.705	1.2705
55618.3	12.393	1.2393
55618.3	12.104	1.2104
55618.3	11.632	1.1632
55618.3	12.851	1.2851
55618.3	12.396	1.2396
55618.3	12.113	1.2113
55618.3	11.640	1.164
55618.3	12.765	1.2765
55618.3	12.411	1.2411
55618.3	12.100	1.21
55618.3	11.650	1.165
55618.3	12.726	1.2726
55618.3	12.395	1.2395
55618.3	12.086	1.2086
55618.3	11.643	1.1643
55618.3	12.576	1.2576
55618.3	12.389	1.2389
55618.3	12.086	1.2086
55618.3	11.637	1.1637
55618.3	12.516	1.2516
55618.3	12.400	1.24
55618.3	12.071	1.2071
55618.3	11.687	1.1687
55618.3	12.745	1.2745
55618.3	12.424	1.2424
55618.3	12.094	1.2094
55618.3	11.669	1.1669
55618.3	12.598	1.2598
55618.3	12.355	1.2355
55618.3	12.095	1.2095
55618.3	11.661	1.1661
55618.3	12.649	1.2649
55618.3	12.436	1.2436
55618.3	12.105	1.2105
55618.3	11.656	1.1656
55618.3	12.879	1.2879
55618.3	12.453	1.2453
55618.3	12.076	1.2076
55618.3	11.655	1.1655
55619	12.5	1.25
55620.2	12.4	1.24
55620.3	12.437	1.2437
55620.9	12.4	1.24
55621.1	13.039	1.3039
55621.1	12.811	1.2811
55621.1	12.517	1.2517
55621.1	12.095	1.2095
55621.2	12.867	1.2867
55621.2	12.156	1.2156
55621.2	11.705	1.1705
55621.2	12.923	1.2923
55621.2	12.122	1.2122
55621.2	11.671	1.1671
55621.3	12.61	1.261
55622	12.825	1.2825
55622	12.109	1.2109
55622	11.765	1.1765
55622.1	12.192	1.2192
55622.1	11.721	1.1721
55622.1	12.447	1.2447
55622.1	12.208	1.2208
55622.1	11.728	1.1728
55622.2	12.04	1.204
55623.1	12.829	1.2829
55623.1	12.432	1.2432
55623.1	11.731	1.1731
55623.1	12.486	1.2486
55623.1	12.140	1.214
55623.1	11.715	1.1715
55623.1	12.976	1.2976
55623.1	12.138	1.2138
55623.1	11.696	1.1696
55623.2	12.982	1.2982
55623.2	12.489	1.2489
55623.2	12.155	1.2155
55623.2	11.727	1.1727
55623.2	12.913	1.2913
55623.2	12.493	1.2493
55623.2	12.147	1.2147
55623.2	11.724	1.1724
55623.2	12.941	1.2941
55623.2	12.479	1.2479
55623.2	12.177	1.2177
55623.2	12.368	1.2368
55623.2	11.707	1.1707
55623.2	13.083	1.3083
55623.2	12.513	1.2513
55623.2	12.154	1.2154
55623.2	11.726	1.1726
55623.2	11.591	1.1591
55623.2	12.748	1.2748
55623.2	12.470	1.247
55623.2	12.145	1.2145
55623.2	11.727	1.1727
55624.9	12.5	1.25
55624.9	12.4	1.24
55626.9	12.5	1.25
55628.1	13.063	1.3063
55628.1	12.568	1.2568
55628.1	12.274	1.2274
55628.1	11.848	1.1848
55628.1	12.991	1.2991
55628.1	12.609	1.2609
55628.1	12.284	1.2284
55628.1	11.811	1.1811
55628.1	13.125	1.3125
55628.1	12.610	1.261
55628.1	12.310	1.231
55628.1	11.839	1.1839
55628.1	13.069	1.3069
55628.1	12.617	1.2617
55628.1	12.301	1.2301
55628.1	11.819	1.1819
55628.1	12.949	1.2949
55628.1	12.635	1.2635
55628.1	12.286	1.2286
55628.1	11.837	1.1837
55628.1	13.073	1.3073
55628.2	12.572	1.2572
55628.2	12.277	1.2277
55628.2	11.846	1.1846
55628.2	13.016	1.3016
55628.2	12.567	1.2567
55628.2	12.294	1.2294
55628.2	11.828	1.1828
55628.2	13.005	1.3005
55628.2	12.586	1.2586
55628.2	12.297	1.2297
55628.2	11.815	1.1815
55628.2	12.988	1.2988
55628.2	12.566	1.2566
55628.2	12.308	1.2308
55628.2	11.837	1.1837
55628.2	13.020	1.302
55628.2	12.598	1.2598
55628.2	12.300	1.23
55628.2	11.851	1.1851
55630.3	12.26	1.226
55630.4	12.11	1.211
55630.4	12.20	1.22
55631.2	12.47	1.247
55632.3	12.29	1.229
55632.3	12.21	1.221
55632.4	12.24	1.224
55633.3	12.20	1.22
55633.4	12.38	1.238
55633.4	12.28	1.228
55633.9	12.4	1.24
55635.1	13.081	1.3081
55635.1	12.615	1.2615
55635.1	12.277	1.2277
55635.1	11.859	1.1859
55635.1	13.036	1.3036
55635.1	12.584	1.2584
55635.1	12.305	1.2305
55635.1	11.832	1.1832
55635.1	12.988	1.2988
55635.1	12.585	1.2585
55635.1	12.290	1.229
55635.1	11.827	1.1827
55635.8	12.4	1.24
55637.1	13.039	1.3039
55637.1	12.593	1.2593
55637.1	12.272	1.2272
55637.1	11.818	1.1818
55637.1	12.709	1.2709
55637.1	12.587	1.2587
55637.1	12.261	1.2261
55637.1	11.849	1.1849
55637.1	13.146	1.3146
55637.1	12.632	1.2632
55637.1	12.305	1.2305
55637.1	11.803	1.1803
55638.9	12.4	1.24
55640.2	12.651	1.2651
55640.2	12.663	1.2663
55640.2	12.376	1.2376
55640.2	11.925	1.1925
55640.3	13.178	1.3178
55640.3	12.702	1.2702
55640.3	12.357	1.2357
55640.3	11.927	1.1927
55640.3	13.077	1.3077
55640.3	12.681	1.2681
55640.3	12.338	1.2338
55640.3	11.904	1.1904
55640.3	13.250	1.325
55640.3	12.363	1.2363
55640.3	11.906	1.1906
55640.8	12.3	1.23
55643.8	12.2	1.22
55643.9	12.4	1.24
55645.1	13.420	1.342
55645.1	12.827	1.2827
55645.1	12.488	1.2488
55645.1	12.035	1.2035
55645.2	13.054	1.3054
55645.2	12.810	1.281
55645.2	12.480	1.248
55645.2	12.029	1.2029
55645.2	13.202	1.3202
55645.2	12.784	1.2784
55645.2	12.479	1.2479
55645.2	12.019	1.2019
55645.9	12.3	1.23
55646.1	13.189	1.3189
55646.1	12.476	1.2476
55646.1	12.060	1.206
55646.1	13.308	1.3308
55646.1	12.759	1.2759
55646.1	12.472	1.2472
55646.1	12.018	1.2018
55646.1	13.218	1.3218
55646.1	12.789	1.2789
55646.1	12.455	1.2455
55646.1	12.038	1.2038
55646.2	12.4	1.24
55647.2	13.075	1.3075
55647.2	12.748	1.2748
55647.2	12.454	1.2454
55647.2	12.018	1.2018
55647.9	12.2	1.22
55648.1	13.123	1.3123
55648.1	12.409	1.2409
55648.1	11.954	1.1954
55648.1	13.127	1.3127
55648.1	12.746	1.2746
55648.1	12.423	1.2423
55648.1	11.978	1.1978
55649.1	13.187	1.3187
55649.1	12.687	1.2687
55649.1	12.394	1.2394
55649.1	11.963	1.1963
55649.2	12.55	1.255
55649.3	12.73	1.273
55649.3	12.47	1.247
55650.8	12.2	1.22
55651.2	12.54	1.254
55651.3	12.47	1.247
55651.3	12.54	1.254
55651.4	12.6	1.26
55652.3	12.55	1.255
55652.3	12.47	1.247
55652.3	12.22	1.222
55652.9	12.5	1.25
55653.9	12.7	1.27
55654	12.6	1.26
55655	12.6	1.26
55655.2	12.9	1.29
55658	12.6	1.26
55658.8	12.5	1.25
55659	12.5	1.25
55659.1	12.5	1.25
55659.2	12.8	1.28
55659.9	13.1	1.31
55660	12.6	1.26
55661.2	12.40	1.24
55661.3	12.40	1.24
55661.9	12.6	1.26
55662	12.5	1.25
55663	12.5	1.25
55663.1	12.390	1.239
55663.3	12.40	1.24
55663.8	12.5	1.25
55664.1	12.603	1.2603
55664.1	12.143	1.2143
55665.1	12.553	1.2553
55665.1	12.140	1.214
55665.9	12.5	1.25
55666.1	12.520	1.252
55666.1	12.030	1.203
55668.9	12.3	1.23
55670.8	12.3	1.23
55671.9	12.5	1.25
55672.1	12.20	1.22
55672.2	12.20	1.22
55672.2	12.3	1.23
55672.2	12.7	1.27
55672.3	12.40	1.24
55673.3	12.4	1.24
55674.2	12.4	1.24
55674.9	12.5	1.25
55674.9	12.7	1.27
55675.9	12.6	1.26
55676.2	12.17	1.217
55676.2	12.4	1.24
55676.8	12.7	1.27
55676.9	12.5	1.25
55677	12.5	1.25
55678.4	12.56	1.256
55678.9	12.6	1.26
55680.9	12.7	1.27
55681.2	12.4	1.24
55681.9	12.5	1.25
55682.9	12.5	1.25
55683.1	12.44	1.244
55683.3	12.5	1.25
55683.9	12.6	1.26
55683.9	12.5	1.25
55684.1	12.37	1.237
55684.2	12.37	1.237
55684.2	12.37	1.237
55684.9	12.4	1.24
55684.9	12.5	1.25
55686.2	12.37	1.237
55686.2	12.45	1.245
55686.3	12.37	1.237
55686.3	12.37	1.237
55688.8	12.7	1.27
55690.3	12.5	1.25
55690.9	12.5	1.25
55691.2	12.6	1.26
55691.9	12.6	1.26
55692.2	12.47	1.247
55692.2	12.47	1.247
55692.3	12.54	1.254
55692.3	12.47	1.247
55693	12.7	1.27
55694.2	12.52	1.252
55695.9	12.7	1.27
55697.3	12.87	1.287
55699.9	12.9	1.29
55699.9	12.9	1.29
55701.2	12.88	1.288
55701.9	13.1	1.31
55704	13.0	1.3
55704.2	12.93	1.293
55704.9	12.7	1.27
55705.2	12.85	1.285
55705.3	13.15	1.315
55706	13.0	1.3
55708.2	13.12	1.312
55709.3	13.03	1.303
55709.9	12.8	1.28
55713	13.1	1.31
55714.9	13.1	1.31
55715	13.1	1.31
55715.2	12.88	1.288
55715.9	13.094	1.3094
55715.9	13.164	1.3164
55716	13.2	1.32
55719.9	13.5	1.35
55720.2	12.80	1.28
55722.2	12.71	1.271
55723.2	12.78	1.278
55723.2	13.10	1.31
55724	13.2	1.32
55725.9	12.936	1.2936
55725.9	12.793	1.2793
55725.9	13.362	1.3362
55725.9	12.254	1.2254
55726.9	13.020	1.302
55726.9	12.694	1.2694
55726.9	13.389	1.3389
55726.9	12.210	1.221
55727.9	12.958	1.2958
55727.9	12.582	1.2582
55727.9	13.517	1.3517
55727.9	12.335	1.2335
55729.2	12.73	1.273
55730.3	12.73	1.273
55730.9	13.519	1.3519
55730.9	13.076	1.3076
55731	12.778	1.2778
55731	12.216	1.2216
55732.2	12.77	1.277
55733.9	13.552	1.3552
55733.9	13.105	1.3105
55733.9	12.719	1.2719
55733.9	12.275	1.2275
55734.2	12.66	1.266
55734.9	13.520	1.352
55734.9	13.131	1.3131
55734.9	12.725	1.2725
55734.9	12.240	1.224
55735.2	12.83	1.283
55735.9	13.108	1.3108
55735.9	13.504	1.3504
55736.9	13.420	1.342
55736.9	13.018	1.3018
55736.9	12.684	1.2684
55736.9	12.161	1.2161
55737.2	12.51	1.251
55737.2	12.93	1.293
55739	13.2	1.32
55739.2	12.49	1.249
55740.2	12.55	1.255
55741	13.1	1.31
55742.2	12.81	1.281
55742.9	13.562	1.3562
55742.9	13.136	1.3136
55742.9	12.835	1.2835
55742.9	12.342	1.2342
55743.2	12.75	1.275
55745.2	12.24	1.224
55746.2	12.67	1.267
55747.2	12.69	1.269
55748.2	12.86	1.286
55748.9	13.157	1.3157
55748.9	12.636	1.2636
55748.9	13.459	1.3459
55748.9	12.323	1.2323
55750.2	12.80	1.28
55752.2	12.55	1.255
55753.2	11.94	1.194
55756.2	12.63	1.263
55762.2	12.55	1.255
55768.2	12.53	1.253
55848.1	12.7	1.27
55857.1	12.91	1.291
55857.2	12.6	1.26
55861.1	12.6	1.26
55871.1	12.6	1.26
55879.1	12.5	1.25
55880.2	12.94	1.294
55884.2	12.5	1.25
55888.2	12.8	1.28
55896.2	12.8	1.28
55900.2	12.8	1.28
55906.2	12.9	1.29
55907.4	13.28	1.328
55907.4	12.95	1.295
55924.2	13.5	1.35
55929.2	13.4	1.34
55930.4	13.29	1.329
55930.4	12.95	1.295
55931.2	13.0	1.3
55932.9	13.0	1.3
55939.9	12.6	1.26
55942	12.8	1.28
55942.9	12.9	1.29
55943	12.9	1.29
55944	13.21	1.321
55944.2	13.1	1.31
55950.9	13.0	1.3
55957.4	12.908	1.2908
55957.9	12.9	1.29
55960.9	13.0	1.3
55962.3	13.03	1.303
55962.3	12.70	1.27
55967.9	12.5	1.25
55968.9	12.6	1.26
55973	13.1	1.31
55976.1	12.9	1.29
55976.9	13.1	1.31
55977.9	12.7	1.27
55979.9	13.1	1.31
55980.9	13.1	1.31
55983.8	13.1	1.31
55984	12.977	1.2977
55984	12.989	1.2989
55984	12.988	1.2988
55984	12.965	1.2965
55984	12.981	1.2981
55984	12.986	1.2986
55984	12.974	1.2974
55984	12.977	1.2977
55984	12.983	1.2983
55984	12.993	1.2993
55986.8	12.5	1.25
55986.9	12.6	1.26
55987.1	12.71	1.271
55988.1	12.69	1.269
55989.1	12.71	1.271
55989.9	12.6	1.26
55990.9	12.7	1.27
55993.9	12.8	1.28
55994.8	12.6	1.26
55997.9	13.1	1.31
55999.1	12.8	1.28
55999.1	12.66	1.266
56000.1	12.65	1.265
56000.8	12.6	1.26
56002.9	13.0	1.3
56003.1	12.67	1.267
56003.8	12.6	1.26
56004.2	12.66	1.266
56004.9	13.0	1.3
56005	12.6	1.26
56005.1	12.69	1.269
56005.9	12.7	1.27
56006.9	12.6	1.26
56008	12.9	1.29
56008.1	12.86	1.286
56009.1	12.82	1.282
56009.9	13.1	1.31
56009.9	12.9	1.29
56011.9	12.920	1.292
56011.9	12.889	1.2889
56011.9	12.923	1.2923
56011.9	12.909	1.2909
56011.9	12.910	1.291
56011.9	12.897	1.2897
56011.9	12.894	1.2894
56011.9	12.901	1.2901
56011.9	12.920	1.292
56011.9	12.915	1.2915
56011.9	12.918	1.2918
56011.9	12.885	1.2885
56011.9	12.902	1.2902
56011.9	12.906	1.2906
56011.9	12.930	1.293
56011.9	12.919	1.2919
56011.9	12.893	1.2893
56011.9	13.0	1.3
56012.9	12.8	1.28
56012.9	13.0	1.3
56013.9	12.6	1.26
56014.1	12.77	1.277
56014.9	12.5	1.25
56015.2	12.9	1.29
56015.9	13.0	1.3
56018.8	12.7	1.27
56019.1	12.71	1.271
56020.1	12.73	1.273
56023.1	12.8	1.28
56025.8	13.0	1.3
56027.2	12.7	1.27
56028.9	13.1	1.31
56030.2	12.9	1.29
56032	12.8	1.28
56032.3	12.58	1.258
56032.9	12.7	1.27
56033.1	12.63	1.263
56034.8	12.7	1.27
56035.2	12.9	1.29
56035.2	12.8	1.28
56036.8	12.5	1.25
56037.9	12.6	1.26
56037.9	13.0	1.3
56038.2	12.8	1.28
56038.9	12.7	1.27
56039.2	12.7	1.27
56041.9	12.6	1.26
56041.9	13.0	1.3
56043.8	12.9	1.29
56044.1	12.779	1.2779
56044.1	12.9	1.29
56045.1	12.74	1.274
56045.9	13.0	1.3
56049.1	12.75	1.275
56049.8	12.6	1.26
56053	12.6	1.26
56054.9	12.8	1.28
56057.1	12.838	1.2838
56057.1	12.9	1.29
56057.1	12.81	1.281
56058.1	12.8	1.28
56058.9	12.8	1.28
56058.9	13.1	1.31
56059.2	12.74	1.274
56059.3	12.6	1.26
56059.9	12.7	1.27
56060	13.0	1.3
56060.9	12.7	1.27
56060.9	12.8	1.28
56062.1	12.9	1.29
56062.9	12.8	1.28
56063.1	12.637	1.2637
56063.9	12.9	1.29
56065.1	12.617	1.2617
56065.2	12.57	1.257
56068.1	12.649	1.2649
56068.1	12.62	1.262
56068.9	12.9	1.29
56069	12.8	1.28
56070	12.8	1.28
56070.9	12.6	1.26
56072.2	12.6	1.26
56072.9	12.7	1.27
56073	12.5	1.25
56074	12.6	1.26
56074	12.20	1.22
56075	12.5	1.25
56078.1	12.9	1.29
56082.1	12.73	1.273
56093.9	12.330	1.233
56093.9	12.007	1.2007
56093.9	12.716	1.2716
56093.9	11.648	1.1648
56094.9	12.393	1.2393
56094.9	12.118	1.2118
56094.9	12.784	1.2784
56097.9	12.5	1.25
56099.9	12.400	1.24
56099.9	12.4	1.24
56099.9	12.082	1.2082
56099.9	12.753	1.2753
56099.9	11.624	1.1624
56100.9	12.904	1.2904
56100.9	11.683	1.1683
56100.9	12.5	1.25
56101	12.5	1.25
56101.9	12.481	1.2481
56101.9	12.865	1.2865
56101.9	11.661	1.1661
56102.9	12.398	1.2398
56102.9	12.783	1.2783
56102.9	11.692	1.1692
56103	12.6	1.26
56106.1	12.37	1.237
56109.9	11.619	1.1619
56202.2	12.6	1.26
56206.1	12.7	1.27
56208.2	12.6	1.26
56213.2	12.4	1.24
56216.2	12.4	1.24
56218.2	12.6	1.26
56220.1	12.5	1.25
56222.2	12.4	1.24
56229.2	12.6	1.26
56244	12.3	1.23
56244.2	12.3	1.23
56252.9	12.2	1.22
56253	12.2	1.22
56262.1	12.2	1.22
56262.2	12.2	1.22
56266.1	12.4	1.24
56267.2	12.4	1.24
56269	12.3	1.23
56269.2	12.3	1.23
56274.1	12.4	1.24
56274.2	12.4	1.24
56276.4	12.25	1.225
56276.4	12.23	1.223
56276.4	12.26	1.226
56286.1	12.6	1.26
56286.2	12.6	1.26
56289.1	11.8	1.18
56294.1	12.1	1.21
56300.2	12.4	1.24
56304.9	12.3	1.23
56305.2	12.32	1.232
56306.3	12.51	1.251
56316.3	12.581	1.2581
56322.9	12.4	1.24
56325.3	12.739	1.2739
56328.9	12.6	1.26
56329	12.6	1.26
56329.9	13.3	1.33
56333	12.8	1.28
56333.8	12.5	1.25
56333.9	12.5	1.25
56334.9	12.8	1.28
56336.9	12.6	1.26
56336.9	12.254	1.2254
56336.9	12.296	1.2296
56336.9	12.9	1.29
56336.9	12.695	1.2695
56336.9	12.699	1.2699
56336.9	12.690	1.269
56337	12.6	1.26
56338	12.9	1.29
56340.5	12.501	1.2501
56340.8	12.5	1.25
56340.9	12.5	1.25
56341.3	12.55	1.255
56353.8	12.5	1.25
56354	12.6	1.26
56354.2	12.411	1.2411
56355.4	12.38	1.238
56355.9	12.5	1.25
56356.1	12.28	1.228
56359.3	12.101	1.2101
56360.8	12.3	1.23
56362.4	12.25	1.225
56363.9	12.3	1.23
56364.8	12.4	1.24
56365	12.5	1.25
56365.4	12.24	1.224
56368.2	12.276	1.2276
56369	12.4	1.24
56370.8	12.3	1.23
56371.8	12.4	1.24
56372.8	12.4	1.24
56373.9	12.4	1.24
56381.9	12.3	1.23
56381.9	12.4	1.24
56381.9	12.321	1.2321
56381.9	11.958	1.1958
56383.3	12.3	1.23
56383.8	12.3	1.23
56383.9	12.4	1.24
56384.9	12.5	1.25
56388.9	12.4	1.24
56389.8	12.4	1.24
56392.8	12.3	1.23
56393.9	12.074	1.2074
56393.9	11.796	1.1796
56393.9	11.804	1.1804
56393.9	12.086	1.2086
56394.9	12.3	1.23
56395	12.4	1.24
56395.8	12.2	1.22
56395.9	12.2	1.22
56397.1	12.088	1.2088
56397.9	12.4	1.24
56398.9	12.099	1.2099
56398.9	11.796	1.1796
56398.9	12.2	1.22
56399.9	12.1	1.21
56400.8	12.5	1.25
56400.9	12.2	1.22
56401	11.8	1.18
56402.8	11.9	1.19
56402.9	12.4	1.24
56404.8	12.1	1.21
56405	12.0	1.2
56405.8	12.3	1.23
56405.8	11.7	1.17
56405.8	12.0	1.2
56405.9	12.2	1.22
56407.8	12.0	1.2
56407.8	12.3	1.23
56407.8	12.1	1.21
56407.8	12.4	1.24
56407.9	12.1	1.21
56407.9	12.1	1.21
56408.8	12.3	1.23
56408.9	12.3	1.23
56408.9	11.7	1.17
56409	12.0	1.2
56409.9	12.3	1.23
56410	12.1	1.21
56410.8	12.5	1.25
56410.9	12.3	1.23
56411.2	12.120	1.212
56411.9	12.2	1.22
56412	12.2	1.22
56412.9	12.3	1.23
56413.8	12.0	1.2
56413.8	12.1	1.21
56413.9	12.1	1.21
56413.9	12.2	1.22
56413.9	12.5	1.25
56413.9	12.2	1.22
56414.9	12.4	1.24
56414.9	12.4	1.24
56414.9	12.4	1.24
56415	12.3	1.23
56415.8	12.7	1.27
56415.9	12.1	1.21
56415.9	12.4	1.24
56416.8	12.1	1.21
56416.9	12.3	1.23
56416.9	12.2	1.22
56417.8	12.5	1.25
56417.9	12.286	1.2286
56417.9	11.957	1.1957
56417.9	12.1	1.21
56417.9	12.3	1.23
56418.2	12.30	1.23
56418.2	12.4	1.24
56418.3	12.0	1.2
56418.9	12.4	1.24
56418.9	12.3	1.23
56419	12.27	1.227
56419.2	12.28	1.228
56419.8	12.4	1.24
56419.8	12.2	1.22
56420.2	12.246	1.2246
56420.3	12.0	1.2
56420.8	12.3	1.23
56420.8	12.3	1.23
56420.9	12.2	1.22
56420.9	12.3	1.23
56421	12.3	1.23
56422.8	12.3	1.23
56423.3	12.2	1.22
56423.9	12.154	1.2154
56423.9	12.179	1.2179
56423.9	12.159	1.2159
56423.9	11.900	1.19
56423.9	11.931	1.1931
56425.1	12.4	1.24
56425.9	12.3	1.23
56426.8	12.2	1.22
56427.8	12.3	1.23
56427.9	12.2	1.22
56427.9	12.0	1.2
56428	12.3	1.23
56430.8	12.7	1.27
56430.9	12.4	1.24
56430.9	12.2	1.22
56430.9	12.5	1.25
56431.9	12.3	1.23
56434.9	12.2	1.22
56436.9	12.3	1.23
56437.9	12.3	1.23
56438.9	12.4	1.24
56440.8	12.7	1.27
56442.1	12.3	1.23
56443	12.7	1.27
56443.8	12.4	1.24
56444.9	12.4	1.24
56445	12.3	1.23
56445.8	12.8	1.28
56445.9	12.2	1.22
56445.9	12.5	1.25
56446	12.2	1.22
